mode,tsne_x,tsne_y,y_true,y_pred,y_score,bucket_id,effective_bucket_id,bucket_status,fallback_used
fallback_on,-54.840187,29.196077,0,0.0,0.0011825288,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-21.779123,-35.475254,0,0.0,0.0068495586,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-68.52019,33.650547,0,0.0,0.0024520177,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-88.889534,29.994404,0,0.0,0.0025339709,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-21.073357,-33.82119,0,0.0,0.009026373,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-35.600876,40.25014,0,0.0,0.0018132551,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-25.424646,-54.51677,0,0.0,0.018710768,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-26.911148,-48.44447,0,0.0,0.007733939,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-25.095488,-49.229187,0,0.0,0.012894452,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,70.36912,-20.959965,1,1.0,0.41585,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.26268,39.67537,0,0.0,0.004032403,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-52.35946,29.960041,0,0.0,0.0019650122,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-56.426018,28.505322,0,0.0,0.0019671875,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-29.71552,-12.053941,0,0.0,0.013118579,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-39.42375,40.352757,0,0.0,0.008300146,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-18.0459,-34.556095,0,0.0,0.006566286,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-1.1691653,55.017178,0,0.0,0.009665957,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-53.315296,29.696768,0,0.0,0.001971071,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-75.6273,30.230093,0,0.0,0.00207447,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-52.903988,-30.620213,0,0.0,0.0043693795,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-44.436794,-6.42586,0,0.0,0.0067266137,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.80565,36.90091,0,0.0,0.008038076,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-12.530286,-14.705655,0,0.0,0.007396594,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.56941,36.384705,0,0.0,0.013170277,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-74.98971,31.461666,0,0.0,0.004438942,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-45.03379,-6.5771284,0,0.0,0.0030807208,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-19.16409,-33.55153,0,0.0,0.034998193,L1_VisitorType=new|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=new|L2_Month=low_season|L3_Region=region_1_2,strong,False
fallback_on,-37.973545,37.103733,0,0.0,0.018277472,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-45.18914,-6.422625,0,0.0,0.0038413394,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-45.740807,-5.9305573,0,0.0,0.0042042597,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-39.125538,38.581623,0,0.0,0.01821499,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-36.536358,42.275867,0,0.0,0.00583342,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,11.950873,60.145733,0,0.0,0.014636761,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-35.0492,37.716496,0,0.0,0.031470526,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-48.397335,62.79514,1,1.0,0.7909671,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-38.05426,37.889362,0,0.0,0.017485317,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-34.204216,39.7705,0,0.0,0.009268293,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-8.809184,25.867384,0,0.0,0.011415255,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-74.84033,31.083124,0,0.0,0.0022379882,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-40.546783,40.913006,0,0.0,0.008523911,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-45.92241,-6.499365,0,0.0,0.008642115,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-40.623997,41.00279,0,0.0,0.01046838,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,69.11552,12.319233,0,0.0,0.009226926,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-36.084694,39.808666,0,0.0,0.009275867,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-55.960472,28.50377,0,0.0,0.0012450276,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-52.88754,29.604107,0,0.0,0.0016784309,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-25.23756,-49.085014,0,0.0,0.029112652,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-45.117558,-5.209934,0,0.0,0.015483806,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-11.59729,27.955898,0,0.0,0.012254498,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-38.88876,40.655025,0,0.0,0.009914634,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-17.597033,-35.42515,0,0.0,0.00621686,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.91192,-7.218728,0,0.0,0.0062099993,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-28.219807,-47.252777,0,0.0,0.0020577593,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-25.105366,-49.272415,0,0.0,0.011239489,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-36.389854,40.666737,0,0.0,0.0057511735,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-39.809696,40.30967,0,0.0,0.017890045,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-44.296406,-7.2134805,0,0.0,0.0048857257,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-27.145105,-48.622852,0,0.0,0.006801167,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-75.932945,30.25802,0,0.0,0.0015155757,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-35.817455,39.864338,0,0.0,0.00673016,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.307858,36.536873,0,0.0,0.0037842153,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-26.751463,72.18117,0,0.0,0.07694642,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-65.55137,-10.375041,0,0.0,0.0029244951,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-42.200996,-28.646399,0,0.0,0.003594839,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-19.521551,-35.265972,0,0.0,0.0086809285,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-68.58112,33.706993,0,0.0,0.0025856725,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-34.256794,39.775875,0,0.0,0.011088415,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-38.115665,35.995964,0,0.0,0.018383972,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-1.0388509,55.033535,0,0.0,0.016541025,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-25.129028,-50.180126,0,0.0,0.012344394,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-25.18356,-49.388355,0,0.0,0.020893285,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-44.410892,37.86337,0,0.0,0.0009221547,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.938103,35.502064,0,0.0,0.020063601,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-77.36287,20.559874,0,0.0,0.0015138902,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-36.874573,35.279404,0,0.0,0.0098000355,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-25.384092,-48.19462,0,0.0,0.022943648,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-77.425,20.320406,0,0.0,0.0020932157,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-19.358942,-35.548927,0,0.0,0.021610457,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-35.96427,42.60568,0,0.0,0.012277438,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-19.188005,-34.437244,0,0.0,0.0137999,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-17.604015,-34.886368,0,0.0,0.0021342747,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.799927,-5.419541,0,0.0,0.012206655,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
